user,tanggal,bahasa,isi,polarity,sentiment
1462635134562283520,2022-03-20 10:56:30+00:00,fr,C est mon meilleur podium Je me suis jamais senti aussi bien sous la pluie FabioQ20 hyper satisfait de sa superbe performance notre micro IndonesianGP MotoGP,0.0,netral
2500346192,2022-03-20 10:56:30+00:00,in,RT MotoGP 2022 Mandalika tak hanya ttg balapan saja ini bs dijadikan momentum utk mengenalkan Indonesia di mata dunia baik dr,0.0,netral
1412305262,2022-03-20 10:56:30+00:00,in,Terimahkasih bapak Presiden kami sangat bahagia dengan hadirnya Moto GP di Mandalika,0.0,netral
416131100,2022-03-20 10:56:29+00:00,in,alasan knp banyak rider yg lowside krn pas masuk tikungan ga klakson 3 kali,0.0,netral
2355759462,2022-03-20 10:56:29+00:00,in,RT Presiden Jokowi dan Ibu Iriana Jokowi menyaksikan dimulainya balapan MotoGP di Sirkuit Mandalika Minggu 20 Maret 2022 ht,0.0,netral
1489793446223118341,2022-03-20 10:56:29+00:00,in,bahan ketawaan NDASMU,0.0,netral
554213124,2022-03-20 10:56:29+00:00,in,ada yg gacha raiden shogun,0.0,netral
960068352,2022-03-20 10:56:28+00:00,in,RT MANDALIKA ITU PROYEK SEJAK ZAMAN SUHARTO Lalu kenapa cebong bilang itu keberhasilan Jokowi JokowiHarusDimakzulkan,0.0,netral
561771561,2022-03-20 10:56:28+00:00,in,RT Saat beberapa gubernur lain atraksi di mandalika Pak Gub yang punya wilayah cukup menatapnya dari kejauhan,0.0,netral
526953767,2022-03-20 10:56:28+00:00,in,RT WAHAY KADRUN TERSUCI WKWKWKWKWKWK Lu Hujat Mbakyu Pawang Ujan Tapi langit Mandalika auto cerah Kalau Lu pada d,0.0,netral
2366995982,2022-03-20 10:56:28+00:00,en,This is Gledek IndonesianGP,0.0,netral
1241979420,2022-03-20 10:56:27+00:00,in,kasihan banget penonton moto gp mandalika beli tiket mahal2 cuma buat nonton pawang hujan,0.0,netral
1353557026744332288,2022-03-20 10:56:27+00:00,in,Ngakak brutal,-0.875,negatif
1130051992015986689,2022-03-20 10:56:27+00:00,in,dhykTa agama import mau musnahin kearifan lokal,0.0,netral
944551919514615809,2022-03-20 10:56:27+00:00,in,RT Asmara1701 Pak telah tiba di Sirkuit Mandalika,0.0,netral
1056477226563076097,2022-03-20 10:56:26+00:00,in,Yg begini nih yg sok sokan berpendidikan Wkwkwk miris Najis,0.0,netral
1496467470831747075,2022-03-20 10:56:26+00:00,in,Pemerintah mendorong usaha ekonomi kreatif lokal di Pulau Lombok dalam event MotoGP Mandalika SukseskanMotoGPNKRI DukungPerbaikanEkonomiRI,0.0,netral
2536834262,2022-03-20 10:56:26+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 136,0.0,netral
2156106283,2022-03-20 10:56:25+00:00,in,Wong indo cen sangar sangar dab,0.0,netral
1057325726205018112,2022-03-20 10:56:25+00:00,in,Da dibilang dukun indonesia hana lawan,0.0,netral
1285633500352098304,2022-03-20 10:56:24+00:00,in,Sma ak jg bsa testi bnyk tanya,0.0,netral
1505227186995097600,2022-03-20 10:56:24+00:00,und,MotoGP,0.0,netral
174889605,2022-03-20 10:56:22+00:00,en,master of ceremony,0.0,netral
2536834262,2022-03-20 10:56:22+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 135,0.0,netral
1395899045835513857,2022-03-20 10:56:22+00:00,in,sejujurnya aku juga ngerasa agak aneh acara motogp pake pawang hujan tapi itu ya terserah panitia sih kalau pun tetep mau pake pawang hujan setidaknya sediain tempat khusus yg ga bisa diakses banyak orang kalau begini apalagi sampe diliput media malah ngebahayain si pawang,0.0,netral
1106549520815448066,2022-03-20 10:56:21+00:00,in,Sudah gua duga bapak gua pulang pulang nanyain MotoGP,0.0,netral
1376601471899213825,2022-03-20 10:56:20+00:00,in,Kalo punya jurus memberhentikan hujan aku juga punya jurus biar nahan berak sumpah kalo ini ngga memalukan dan sangat manjur yaitu cukup pake 3 batu lalu du sakuin Selamat mencoba,0.0,netral
1483473359619117058,2022-03-20 10:56:20+00:00,in,gue ngakak ngelihat marquez dibonceng motor vario di sirkuit Mandalika gemes anjerr,0.0,netral
1236943029836984327,2022-03-20 10:56:19+00:00,in,Admin bola kok ngurusin motogp ya gk nyambung prettr,0.0,netral
1362014894321664002,2022-03-20 10:56:19+00:00,in,RT LIVE Suasana terkini jelang Race MotoGP di Sirkuit Mandalika Cuaca dari terang menjadi gelap gulita via Indo,0.13636363636363635,positif
2816641723,2022-03-20 10:56:19+00:00,in,Kadrun banyak yg stroke ne IndonesianGP MotoGPMandalika IndonesiaMaju,0.0,netral
102869068,2022-03-20 10:56:19+00:00,in,Agak syok sm kehadiran pawang hujan di sirkuit Indonesia bisaan bikin sejarah baru di motoGP,0.0,netral
68086511,2022-03-20 10:56:18+00:00,in,tapi motogp ngmg it worked eh,0.0,netral
2431537254,2022-03-20 10:56:18+00:00,in,bmkg ketar ketirr,0.0,netral
1312445368471224321,2022-03-20 10:56:17+00:00,in,Malu sama pawang hujan liat awan bentuknya mirip diaminin Ulala,0.0,netral
2536834262,2022-03-20 10:56:17+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 134,0.0,netral
3246153157,2022-03-20 10:56:16+00:00,in,Malah saksinya jutaan org yg nonton live MotoGP,0.13636363636363635,positif
1260282976891310081,2022-03-20 10:56:16+00:00,in,Upss,0.0,netral
18071520,2022-03-20 10:56:15+00:00,in,Saya kira ini event jangka panjang tahun depan akan kita perbaiki lagi apabila ada kekurangan kekurangan Yang jelas saya ingin menyampaikan selamat kepada semuanya Selamat kata Jokowi MotoGP MotoGPMandalika,0.0,netral
1341394021005078535,2022-03-20 10:56:15+00:00,in,RT kampai Ternyata ada tontonan menarik di sirkuit Mandalika lebih menarik dari perhelatan MotoGP itu sendiri Acara klenik pawa,0.0,netral
1085029572767232000,2022-03-20 10:56:15+00:00,in,MotoGP final semua inggris F1 el clasico mantab ni hari,0.0,netral
1133798671651184641,2022-03-20 10:56:15+00:00,in,ini lah mengapa negara lain takut sama Indonesia,0.0,netral
2500346192,2022-03-20 10:56:15+00:00,in,RT Menteri BUMN Erick Thohir mengeklaim event MotoGP yang berlangsung pada 18 20 Maret tersebut berhasil membawa dampak positif,0.0,netral
938644149183561729,2022-03-20 10:56:14+00:00,in,Mage nya indonesiaa ini bosss,0.0,netral
1253605034756997120,2022-03-20 10:56:14+00:00,in,RT Nikah beda agama diributin banyak kursi kosong di mandalika diributin pawang hujan diributin Orang orang susah bange,0.0,netral
1005972235192975360,2022-03-20 10:56:13+00:00,en,whoa they rly called,0.0,netral
1298928610225471488,2022-03-20 10:56:13+00:00,in,Wouw luar biasa Bisakah Formula E seperti ini Salut buat pak Presiden Jokowi,0.0,netral
2536834262,2022-03-20 10:56:13+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 133,0.0,netral
1503608580603203584,2022-03-20 10:56:12+00:00,in,Adaa kk,0.0,netral
1481180925858033668,2022-03-20 10:56:11+00:00,in,RT N4bil5 Bukan kaleng kaleng Sirkuit International Mandalika sudah mengantongi sertifikat dgn grade A melalui proses homologasi,0.0,netral
2253470226,2022-03-20 10:56:11+00:00,en,RT Hello MotoGP fans Find similarities and differences between Marc Marquez from Spain amp Indonesia The best 100 commentators,1.0,positif
4656725798,2022-03-20 10:56:11+00:00,in,RT dumdum Ini langsung dari Mandalika Kalau full begini tribunnya mereka para bandit itu mau ngomong apa lagi Matanya buta atau,0.35,positif
233866915,2022-03-20 10:56:11+00:00,in,Waduh dibully kasian maksudnya bang begini momennya pas banget kamera tersebut ditampilin di TV cuma 3 detik setelah pindah kamera komentator pun kaget what,0.0,netral
1393598260934168579,2022-03-20 10:56:10+00:00,in,BEGO Ngapain hrs ke bulan klu semesta alam ada di genggaman tangan,0.0,netral
1656405156,2022-03-20 10:56:10+00:00,in,Gitulah kalau big boss Mandalika dari Jakarta Ngga lihat tuh NTB ngeri aja Gempa,0.0,netral
1292278585659551747,2022-03-20 10:56:09+00:00,in,fyp isinya pawang hujan mandalika,0.0,netral
1178779289438887936,2022-03-20 10:56:09+00:00,it,MotoGP Quartararo In Indonesia grande podio GP Argentina sar il pi duro dell anno Il campione del mondo uscente si gode il secondo posto in Indonesia Ottimo risultato viste le condizioni non ero mai saluto sul podio dopo una gara sul bagnato,0.0,netral
1239919987227127808,2022-03-20 10:56:08+00:00,in,Tragedi MotoGP Mandalika 2022 Marquez Diangkut Helikopter ke RS Pembalap KTM Tercepat di Lintasan MotoGPMandalika marcmarquez,0.0,netral
1246716940594249728,2022-03-20 10:56:08+00:00,en,Thought it was a joke,0.0,netral
142909924,2022-03-20 10:56:08+00:00,in,RT Uang negara Rp 2 5 T demi MotoGP Mandalika Pawang hujan dibayar ratusan juta,0.0,netral
1215816029567275009,2022-03-20 10:56:07+00:00,ja,MOTOGP MOTO2 GASGAS Asper Team JakeDIXSON o GASGAS 1 9 3 3 31,0.0,netral
58109767,2022-03-20 10:56:07+00:00,in,Baik GP Mandalika maupun Formula E sama2 proyek mercu suar,0.0,netral
2536834262,2022-03-20 10:56:06+00:00,in,Nonton MotoGP di Mandalika bareng Gojek SatSetPakeGojek 132,0.0,netral
933336126860902400,2022-03-20 10:56:06+00:00,in,Pinter banget kak boleh diam aja,0.0,netral
928973612,2022-03-20 10:56:06+00:00,in,Turut prihatin atas musibah yang menimpa pembalap Marquez di Sirkuit Mandalika semoga dapat tertangani kondisi kritisnya,0.0,netral
2621216302,2022-03-20 10:56:05+00:00,en,live Where now Home,0.13636363636363635,positif
1449334598706495493,2022-03-20 10:56:05+00:00,in,Sekolah terlalu tinggi masih percaya zodiak,0.0,netral
3726655694,2022-03-20 10:56:05+00:00,in,RT Percaya atau engga ternyata ini GAJI pawang hujan mandalika coba tebak kira2 berapa tuh Sumber FB cahaya tarot ht,0.0,netral
3908639473,2022-03-20 10:56:05+00:00,in,RT dumdum Bangga Mandalika bangga Indonesia IndonesianGP Sepi banget ya MotoGP Mandalika,0.0,netral
